gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
PIDD1,7.673377625013469e-4,0.22887502875343546,0.522,0.306,1
SLC38A2,7.718107528901357e-4,0.3431471219854747,0.726,0.5,1
MEN1,7.734701029765458e-4,0.22801733404476976,0.371,0.194,1
ERGIC2,7.744989876338807e-4,0.2593177812310926,0.571,0.35,1
IER3IP1,7.747334913382364e-4,0.42886122674679616,0.377,0.206,1
PTPN14,7.752697482793081e-4,0.7190471109390186,0.202,0.083,1
PTK2,7.761574174465162e-4,0.3287441645514431,0.608,0.378,1
IBA57,7.79705908902649e-4,0.567646634400703,0.208,0.089,1
SOX12,7.799955237343884e-4,0.5411310356336823,0.26,0.122,1
HELQ,7.816956958178941e-4,0.49904234973427086,0.41,0.239,1
RNF121,7.819444873839275e-4,0.30566417649314004,0.367,0.194,1
ILKAP,7.834346385379431e-4,0.3232851794618896,0.505,0.306,1
DBNDD1,7.836257607683211e-4,0.7516910976886586,0.184,0.072,1
COLGALT1,7.840515175707536e-4,0.2823848863441743,0.746,0.533,1
CRACR2A,7.859040472338506e-4,0.32143759161528224,0.767,0.556,1
PET117,7.908583952283433e-4,0.3719023771997777,0.52,0.322,1
KDM3B,7.940468314093073e-4,0.2767021766118841,0.765,0.539,1
ZNF579,7.977767597723913e-4,0.576413925537743,0.254,0.117,1
CHCHD5,7.981062873013684e-4,0.28738322519119097,0.563,0.333,1
MMADHC,7.994387752038637e-4,0.46344911303905945,0.394,0.217,1
SYMPK,7.996304948881457e-4,0.35254341410304524,0.765,0.589,1
AJM1,8.055674311709234e-4,0.4402142571056693,0.243,0.111,1
MBD4,8.073915582805152e-4,0.5005755559021756,0.544,0.339,1
SMYD5,8.077196032381322e-4,0.35554642841091755,0.326,0.167,1
SLC3A2,8.09038168240035e-4,0.3200959560100427,0.839,0.65,1
ZNF576,8.117257893415591e-4,0.35299161608149476,0.32,0.161,1
PPID,8.174446780087366e-4,0.41585024258234504,0.565,0.378,1
NIBAN2,8.175449641193004e-4,0.32849935121841134,0.858,0.7,1
EDRF1,8.184009112383153e-4,0.4185016987175314,0.499,0.3,1
SAMM50,8.186853063643508e-4,0.5335740988733654,0.493,0.306,1
LIN9,8.191477368520946e-4,0.7553700934105976,0.2,0.083,1
KLHL36,8.197565119110671e-4,0.3681062124872245,0.487,0.289,1
MPG,8.199060700589412e-4,0.45537233860370274,0.369,0.2,1
FAM210A,8.202071214313664e-4,0.49242609671455884,0.318,0.167,1
ARID2,8.202720604909171e-4,0.30420244778960026,0.619,0.411,1
FILIP1L,8.20824108154218e-4,0.6111954056767881,0.293,0.15,1
SEC23B,8.218144869972114e-4,0.32978393766252934,0.633,0.394,1
CARM1,8.252578320175131e-4,0.3790061987837613,0.577,0.372,1
RSAD1,8.253459871057615e-4,0.3423180593884707,0.462,0.261,1
PRPF31,8.260412019401412e-4,0.2876779719291016,0.515,0.317,1
ERI3,8.287183137681318e-4,0.3410920236811874,0.41,0.233,1
PIGW,8.28866457866642e-4,0.8599866967432681,0.181,0.072,1
ZNF148,8.339548735123244e-4,0.42690730687636047,0.412,0.233,1
DBT,8.344371586294053e-4,0.24863230832790406,0.307,0.156,1
NACC2,8.34798594778432e-4,0.24119053878544938,0.456,0.261,1
KPNA4,8.412827299911549e-4,0.31127076755994576,0.449,0.25,1
ATP7A,8.44040641935795e-4,0.42712934503451727,0.307,0.161,1
AHI1,8.504018836581937e-4,0.4067716967326127,0.47,0.278,1
FAM136A,8.507173908462673e-4,0.2889677733407514,0.433,0.233,1
FBXO41,8.510597197276808e-4,0.7645139449212426,0.19,0.078,1
SPCS1,8.512166518200473e-4,0.36244217890477487,0.771,0.594,1
SETD5,8.518270993305747e-4,0.25603458856166694,0.874,0.739,1
CCDC191,8.519823949572897e-4,0.7653950028654402,0.184,0.072,1
RIF1,8.527775317662692e-4,0.2007695132412104,0.575,0.344,1
OCIAD1,8.534958325539571e-4,0.31327550717939817,0.586,0.367,1
MOK,8.569861463752715e-4,0.567583951277506,0.202,0.083,1
C8orf76,8.585094366991042e-4,0.21649544681017652,0.425,0.233,1
ERLIN1,8.60771541121786e-4,0.4099596999362203,0.507,0.3,1
PSENEN,8.650434366470901e-4,0.3159836143688509,0.736,0.5,1
PTPRD,8.653728212997922e-4,0.36519467589914756,0.499,0.306,1
KLHL11,8.670604618780427e-4,0.4633259695037846,0.192,0.078,1
FPGS,8.673577831472e-4,0.45614051744214335,0.493,0.294,1
DCBLD1,8.712314600616157e-4,0.31577871008750735,0.464,0.267,1
EPN3,8.712643042608463e-4,0.40162115170084833,0.408,0.222,1
GATC,8.745940779229919e-4,0.4111172055753203,0.429,0.25,1
MAP1LC3A,8.776945251464708e-4,0.2339058845239364,0.699,0.472,1
SDF2L1,8.827021195376164e-4,0.4607572798558348,0.596,0.4,1
RUFY1,8.901157679309217e-4,0.3297107684611446,0.755,0.533,1
CIC,8.937878226980758e-4,0.21588650554267474,0.614,0.383,1
MRM2,8.939080273624755e-4,0.39825846715467517,0.406,0.228,1
SMG1,8.957934137951645e-4,0.4007649910443922,0.555,0.35,1
ABCD4,8.999773197782474e-4,0.286872794222798,0.274,0.133,1
TCEAL4,8.999977675000389e-4,0.4409349498875954,0.299,0.15,1
DNAJC27,9.00847619158358e-4,0.6525002647918834,0.223,0.1,1
ARMC10,9.028753622901068e-4,0.643318355630822,0.214,0.094,1
PDHB,9.036632264082836e-4,0.31595095095978754,0.847,0.65,1
THEM4,9.046354013699349e-4,0.41718511865507546,0.21,0.089,1
CLYBL,9.104650001867866e-4,0.2584506781759688,0.419,0.228,1
GPR180,9.121969942924617e-4,0.710838225756862,0.231,0.106,1
PARD3B,9.128775707976783e-4,0.37057620262048474,0.495,0.289,1
ABCE1,9.13938717431499e-4,0.6973870981615713,0.157,0.056,1
C18orf21,9.157830214802117e-4,0.48473889903440925,0.227,0.1,1
CEP192,9.221162417675672e-4,0.4250413361555646,0.526,0.333,1
ABCB10,9.239321421455061e-4,0.4270933302124158,0.318,0.161,1
SLC4A2,9.24825349403163e-4,0.39679414239704425,0.606,0.4,1
KRI1,9.340819108158119e-4,0.36743978722846826,0.557,0.339,1
ZBTB10,9.351423210245953e-4,0.34259138095966124,0.371,0.194,1
TIA1,9.387789326594057e-4,0.3067076299383483,0.633,0.439,1
KIAA1841,9.414049549484723e-4,0.43544339287869394,0.478,0.3,1
USP21,9.429348610679765e-4,0.3488854804143584,0.536,0.333,1
MBTPS2,9.430444948431368e-4,0.5600202587126546,0.159,0.056,1
MOB3C,9.439731440004815e-4,0.20560205013038213,0.441,0.256,1
SEC13,9.4520949627384e-4,0.303437380998654,0.814,0.644,1
C16orf46,9.474647001353864e-4,0.8654083103694763,0.163,0.061,1
SLC10A7,9.477490639542794e-4,0.2855142826053999,0.536,0.322,1
TRIM32,9.530139419435423e-4,0.38334313223216543,0.33,0.172,1
POLR3H,9.536035930277716e-4,0.40005214521429755,0.454,0.267,1
SREBF1,9.582853731597586e-4,0.38897010896743645,0.598,0.4,1
YIPF6,9.588966743378212e-4,0.3607029239330506,0.315,0.161,1
MXD3,9.679904860590552e-4,0.3200091531399136,0.377,0.2,1
GPR89B,9.684139750207257e-4,0.3359869599843106,0.303,0.15,1
MDH2,9.686329444070523e-4,0.44304718806593035,0.518,0.328,1
ESAM,9.706025403824198e-4,1.0776334794358275,0.179,0.072,1
LLGL1,9.711576467691816e-4,0.38562549409653823,0.351,0.189,1
PIM3,9.719663377617819e-4,0.39424815834600535,0.841,0.689,1
GSS,9.740221645808989e-4,0.25762971133195967,0.627,0.389,1
TXNDC17,9.740698544527606e-4,0.37052892641965035,0.592,0.383,1
DCTN6,9.743368830874736e-4,0.3455409085130613,0.476,0.289,1
HLTF,9.745059977536448e-4,0.4802590278795784,0.328,0.178,1
EFCAB7,9.767795485306084e-4,0.950795513424878,0.19,0.078,1
YAE1,9.776257648537639e-4,0.3979649489926347,0.425,0.239,1
IFITM1,9.798664365718963e-4,0.6052189391948355,0.233,0.106,1
PLPP6,9.801004622839436e-4,0.3200509218973968,0.252,0.117,1
ZNF799,9.804951828319233e-4,0.44836879799485363,0.2,0.083,1
COPS7A,9.822039893935387e-4,0.20858244493379152,0.53,0.322,1
SCAI,9.874196416419273e-4,0.41973991140119615,0.268,0.128,1
NSMCE1,9.89768243744937e-4,0.42134484429407615,0.641,0.428,1
LY6G5B,9.93690279261291e-4,0.38453006883626417,0.522,0.322,1
ZMYND11,9.955537239731218e-4,0.3299999752620997,0.485,0.294,1
KDM4A,9.985811056188935e-4,0.40559147505159876,0.662,0.461,1
SRSF8,0.0010026982598678497,0.42413399266844987,0.592,0.383,1
PHLDA2,0.001004185704160689,0.3873427081520182,0.377,0.211,1
RAB33B,0.0010058267412092138,0.3593160344640707,0.491,0.294,1
SRSF4,0.0010060379975055493,0.2661112715738996,0.905,0.75,1
METTL3,0.0010105702138806685,0.26601360380113137,0.425,0.244,1
XYLT2,0.0010138294851765632,0.40213567158721464,0.229,0.106,1
IFT81,0.0010170744524403085,0.30046917423821573,0.34,0.183,1
SMC5,0.0010173052273654431,0.2876313318941627,0.637,0.4,1
CPSF4,0.0010201348351378012,0.2690868394009662,0.351,0.183,1
TAF11,0.001023949331322749,0.24620750711284636,0.682,0.45,1
DLGAP4,0.0010245897987116832,0.31197302690181883,0.625,0.394,1
OGFOD3,0.0010312725581032133,0.4354281786835379,0.414,0.239,1
FAM3C,0.001031381371903072,0.2709841345650701,0.641,0.417,1
ASMTL,0.0010356690253467105,0.29194675617319543,0.466,0.272,1
SMC1A,0.0010400721624529731,0.3926146373166276,0.606,0.417,1
HS2ST1,0.0010421656527255824,0.3804568051134394,0.515,0.317,1
PHLPP1,0.001046524689672377,0.3967484116662068,0.363,0.2,1
FBXW11,0.0010468440624365695,0.3746810790733053,0.357,0.189,1
ARMCX6,0.0010481573933931031,0.474306367859753,0.396,0.233,1
AKIP1,0.0010519821129680083,0.3085809228654095,0.518,0.306,1
MGST2,0.0010520969501913611,0.3290196835366947,0.812,0.672,1
SPEF2,0.0010549927714886376,0.4044316472013829,0.365,0.206,1
ADSS,0.001058588345837755,0.33691955514618244,0.715,0.489,1
RASGRF2,0.0010615448992640653,0.32285060119113806,0.157,0.056,1
SGCB,0.0010631245095618234,0.3744933462714971,0.623,0.411,1
STX16,0.0010654581733318452,0.22211736401568305,0.874,0.683,1
SETD4,0.0010663092835373304,0.482832307812203,0.573,0.372,1
MSRB2,0.0010664273482305676,0.33909811753902597,0.711,0.489,1
SMC3,0.001069529078899008,0.3198638650418148,0.592,0.383,1
ZNF74,0.0010696960664308367,0.9071465218909998,0.202,0.089,1
SUMO2,0.0010708514287977996,0.29906801591303345,0.913,0.783,1
TRRAP,0.0010745294740241355,0.2880833457233253,0.641,0.411,1
SNRPB2,0.001075528474783468,0.5335178023655689,0.26,0.128,1
LEMD3,0.001077510063639998,0.48846792502095226,0.34,0.183,1
DUSP4,0.001080642232343542,1.157772844142401,0.167,0.067,1
TMEM14C,0.0010874457558347063,0.37992836123858226,0.561,0.356,1
STX17,0.001087839853481952,0.35016593947214714,0.452,0.267,1
SMOX,0.0010926936192325236,0.4493247280740571,0.433,0.261,1
CCNE2,0.0010935558306775569,0.2481424841365607,0.28,0.133,1
BLOC1S2,0.001096989134126443,0.949712865670552,0.161,0.061,1
PGAM1,0.0010970155293423762,0.47228290538351136,0.392,0.222,1
DTD2,0.001097031179296347,0.4825912676840134,0.256,0.122,1
DPAGT1,0.0010987588678322835,0.43967900194832654,0.315,0.167,1
GPR157,0.0011065809191580813,0.8285747244398718,0.177,0.072,1
LUC7L2,0.0011071494657167082,0.30284479449789403,0.907,0.794,1
PRPF8,0.0011085337643582927,0.28856310009592245,0.497,0.3,1
IFT140,0.0011179825196666077,0.8954248050090086,0.161,0.061,1
WDR48,0.0011201633499874056,0.4492737430500833,0.414,0.233,1
SDHA,0.0011232975654489735,0.25568235976134523,0.862,0.756,1
CWC25,0.00112795127813899,0.3811475313670528,0.489,0.289,1
PTPA,0.0011292166192166954,0.293003610248442,0.602,0.4,1
ANAPC1,0.0011328968173494557,0.39303075141673816,0.258,0.122,1
C2CD4B,0.0011400764771960635,0.7132895276828166,0.225,0.106,1
SCAMP3,0.0011416515061191397,0.29990016247714646,0.336,0.178,1
TMX1,0.0011428961165841484,0.34221279306521946,0.377,0.211,1
UNC13D,0.001143347215661308,0.5260242449658431,0.584,0.406,1
CCDC7,0.0011453163475496516,0.6666209517723716,0.235,0.111,1
SLC25A35,0.0011470430241739727,0.6035211293787608,0.221,0.1,1
AATF,0.0011472306336364712,0.41289551232064814,0.751,0.556,1
SERPINH1,0.001148586143406184,0.3734644158572386,0.711,0.517,1
ATAD1,0.001150218386661532,0.32940266489645065,0.654,0.428,1
RAB32,0.0011562367210369382,0.38893998327229107,0.577,0.383,1
SMG9,0.0011566295265523887,0.30235970715813165,0.406,0.228,1
AGT,0.00115715228956038,0.5554988300354688,0.336,0.194,1
OPLAH,0.0011593547109689652,0.3350236866746541,0.495,0.3,1
CRTC1,0.0011607724350130649,0.29121152185993227,0.305,0.156,1
ATP5IF1,0.001160985618364773,0.29652535178706607,0.913,0.806,1
CFAP36,0.0011652412559285574,0.3551534070449158,0.392,0.222,1
TESC,0.0011721764138884776,0.8007703368698686,0.254,0.128,1
COX14,0.001172828699432929,0.3241234255246672,0.835,0.672,1
ZNF554,0.0011747612998379007,0.3704597529660645,0.256,0.122,1
SARM1,0.0011758383143712697,0.44461224052395165,0.287,0.144,1
NPR2,0.0011770549263679436,0.29029947839299286,0.328,0.167,1
SPRTN,0.0011799513621141738,0.5074057590954153,0.243,0.117,1
ZNF518A,0.0011837576581246792,0.2734734162356749,0.837,0.661,1
NMT1,0.001185761828436362,0.40838199623052707,0.575,0.361,1
CMTM6,0.0011863847561729244,0.3721359744220755,0.544,0.344,1
EMC6,0.0011895964194255943,0.3954862087198414,0.433,0.25,1
VPS36,0.0011914591054200143,0.27501917123010666,0.816,0.633,1
THNSL1,0.0011960281373869118,0.9821628984894577,0.161,0.061,1
TTC21B,0.0011973081350739882,0.40273353600286876,0.421,0.244,1
PLEKHA3,0.001199936085701915,0.6534453822701569,0.173,0.067,1
KRR1,0.0012033473181359581,0.609364803552376,0.268,0.133,1
RTF1,0.0012041276899951141,0.3726189821527649,0.722,0.511,1
SPIDR,0.0012043172607546478,0.2897166199486789,0.466,0.278,1
GSTO1,0.0012073643100817015,0.3588032753724093,0.297,0.156,1
PPM1D,0.0012098451970627702,0.45325724614131335,0.268,0.133,1
ANKH,0.0012111138832575491,0.39950549715964756,0.74,0.578,1
CBX4,0.0012114933876544076,0.52729254423501,0.443,0.267,1
STYXL1,0.0012122439261486476,0.39820691739854386,0.361,0.2,1
DENND4B,0.0012153850648407025,0.2364231140085119,0.511,0.3,1
EXO5,0.0012162784162362333,0.4187441255691151,0.291,0.15,1
ZBED4,0.001217903011065142,0.4121476891283359,0.458,0.272,1
MPLKIP,0.0012180248807583333,0.32150299848542574,0.526,0.311,1
ARMT1,0.0012229588013703174,0.6605438004592807,0.202,0.089,1
TRA2B,0.0012237652923259722,0.386010964868269,0.687,0.489,1
ANKS3,0.001224744488605103,0.34630879737889364,0.338,0.178,1
NOD1,0.001226096087848942,0.5789397653880108,0.212,0.094,1
PACRGL,0.0012294735252716647,0.43847862210226873,0.342,0.183,1
B3GALT6,0.0012304099655104468,0.5491024430905664,0.221,0.1,1
ORMDL1,0.001234659665491425,0.329700382789061,0.72,0.533,1
UBL7,0.0012379170136151395,0.3501399832267322,0.569,0.361,1
ENKD1,0.0012393814899683791,0.44178659433127054,0.518,0.322,1
TWSG1,0.001241841556365396,0.43562175827172345,0.449,0.267,1
TMEM177,0.0012457021647151753,0.40701263350254213,0.274,0.139,1
HRAS,0.0012465088650604305,0.3284183707622531,0.598,0.394,1
PNO1,0.0012525043401167004,0.47413670743347014,0.214,0.094,1
UBE2K,0.001257258036490772,0.4139463599500184,0.505,0.306,1
TMED7,0.0012580712541885764,0.28496560716494923,0.835,0.7,1
PDCL3,0.0012637842767753214,0.3766985658599846,0.511,0.317,1
AP2B1,0.0012671161010832405,0.36374254377921433,0.363,0.2,1
CINP,0.0012729581354790677,0.4277782165376227,0.303,0.161,1
TBC1D24,0.0012771589035070403,0.7635461575208962,0.208,0.094,1
EXOC1,0.001277588327676142,0.39427988759214305,0.633,0.444,1
RILPL1,0.0012777104953853693,0.5925122501448137,0.301,0.161,1
COMMD1,0.0012781413112610805,0.27497688943235055,0.431,0.244,1
PPHLN1,0.0012860162512712213,0.3269057976108478,0.68,0.45,1
MTLN,0.001286247234481383,0.28336357538578416,0.68,0.467,1
CSPP1,0.001287321945389864,0.3204669409489598,0.489,0.294,1
ZNF527,0.0012879493371956306,0.5849074349953312,0.194,0.083,1
TMEM248,0.0012895211033111416,0.23842848333511657,0.715,0.478,1
DEPDC5,0.001295385961178763,0.3651606559609063,0.54,0.344,1
RANBP3,0.0012966216905178592,0.4232762394230675,0.594,0.378,1
URM1,0.0012970369353194568,0.33936402335320803,0.437,0.256,1
PLRG1,0.0012982006482740649,0.36083093276109457,0.633,0.422,1
CYP4F11,0.0012990770756250772,0.406190574704145,0.361,0.206,1
SNX3,0.0013037111201576448,0.44229397582011654,0.454,0.278,1
CCDC9,0.0013037678502948943,0.4633559799082546,0.73,0.55,1
SLC7A8,0.001303951463254938,0.376226208726915,0.553,0.35,1
TBL1XR1,0.0013058377552768537,0.2731934183555073,0.769,0.594,1
PRPF4,0.0013087103301839505,0.291172029819609,0.396,0.222,1
TMEM185B,0.0013103395391161296,0.5029010567582197,0.402,0.233,1
TRIM37,0.001315350314576481,0.46237988067259783,0.254,0.122,1
C19orf57,0.001316901341816173,0.6468578191546182,0.171,0.067,1
COQ5,0.0013206841686499646,0.46379653390877906,0.439,0.261,1
DUS2,0.0013240147044214657,0.5598914997067244,0.219,0.1,1
NEIL2,0.001326519962041335,0.42829994809598215,0.227,0.106,1
USP48,0.0013274053100100472,0.2956607593877353,0.765,0.6,1
ZNF236,0.0013302917810679659,0.41372677966046534,0.363,0.206,1
CDC5L,0.0013336914819454496,0.36924093500929894,0.649,0.45,1
ZNF428,0.0013351244367830837,0.3393310647721885,0.584,0.378,1
PDCD2L,0.001341093822887223,0.4978135763910574,0.231,0.106,1
ELOVL1,0.0013433172074417872,0.4565526585869085,0.662,0.461,1
STOML1,0.0013456259871117038,0.47428562878760405,0.274,0.144,1
ERAP1,0.0013579883407188484,0.4126272180273508,0.608,0.417,1
VTI1A,0.0013607440357603748,0.33263473176915453,0.767,0.567,1
PIGT,0.0013627956840990105,0.34783499492097064,0.561,0.356,1
BOLA1,0.0013636867587912926,0.4318764922595726,0.348,0.194,1
BX255925.3,0.0013637002112308002,0.38351913459693987,0.553,0.35,1
MTG2,0.0013640734366475939,0.4643927437800919,0.359,0.2,1
ENTPD7,0.0013661484856546681,0.38556412118243677,0.489,0.3,1
CYTH2,0.0013721891416631125,0.31802888085863035,0.868,0.706,1
PEX7,0.0013733377650571984,0.4004979858307376,0.21,0.094,1
EFHC1,0.0013798085810612373,0.32268528153540277,0.487,0.289,1
IFITM3,0.0013810110140718384,0.37113055355713187,0.478,0.311,1
SLC52A3,0.001382703071148898,0.390361246625043,0.404,0.233,1
DTD1,0.0013830835739412684,0.2906632475156694,0.437,0.25,1
ZNF232,0.001383382315789157,0.6655994573795962,0.177,0.072,1
CCDC51,0.0013848268750456722,0.6085878491325794,0.188,0.078,1
DYNC2LI1,0.0013870039230534045,0.31780182544750635,0.505,0.3,1
ZNF383,0.0013947133555908349,0.43520335548990285,0.204,0.089,1
RPUSD3,0.00139944620612706,0.35851485599604205,0.299,0.156,1
ZNF138,0.0014019865735467004,0.49371032803729875,0.196,0.083,1
PATL1,0.0014038509194884237,0.3904388753111877,0.501,0.311,1
SKP2,0.0014055854201266663,0.4752878338750144,0.274,0.139,1
PRSS22,0.0014072785391047045,0.47165000654210765,0.289,0.15,1
ZNF664,0.0014203691802744324,0.3396018664224725,0.695,0.506,1
AAMP,0.0014206986354627896,0.27269389062064375,0.903,0.772,1
PDE4A,0.0014219827734402216,0.2611961216970453,0.373,0.206,1
FAM89B,0.0014230367570193263,0.5035369689826374,0.439,0.267,1
CCDC146,0.0014234494988727656,0.37141153929287474,0.303,0.156,1
DDX39B,0.0014247554575872693,0.29022198822909206,0.478,0.283,1
GPRIN3,0.0014327468959133135,0.21879339255475871,0.367,0.194,1
IMMT,0.0014406680629665612,0.35675199742738867,0.751,0.6,1
CXCL16,0.0014438238943888283,0.4886840795938942,0.542,0.367,1
HUWE1,0.0014448134746538578,0.40063945269396667,0.612,0.389,1
B3GAT3,0.001445022183293832,0.27384714634871155,0.604,0.378,1
SNX8,0.0014451976147748745,0.35567653231958807,0.53,0.322,1
TMEM64,0.0014520529336795333,0.43605429449768107,0.266,0.133,1
CLCN5,0.001454583225310654,0.35956875885140294,0.353,0.194,1
ANKRD16,0.0014660282304533728,0.48129429625352915,0.274,0.139,1
KATNAL1,0.0014769745355667752,0.256524356590788,0.28,0.139,1
CIAO2B,0.0014789848770866071,0.4866501564114516,0.307,0.161,1
TFDP2,0.001480424379379902,0.41565528780708305,0.666,0.433,1
TMEM242,0.0014841432291596568,0.364986714477445,0.384,0.222,1
UBXN4,0.001487942730809707,0.26253543135452917,0.903,0.761,1
RTP4,0.0014980361665069546,0.5119018004434295,0.27,0.139,1
INHBA,0.0015000544419965388,0.5493704927971108,0.208,0.094,1
RFX5,0.0015011980394402024,0.2855687422632557,0.579,0.378,1
BRF1,0.0015019036197880282,0.251985154442261,0.619,0.394,1
HAUS4,0.0015093923536304555,0.3260980750041297,0.501,0.294,1
SNX5,0.0015125489831864937,0.37769710538788726,0.503,0.317,1
ZFP91,0.0015182259721370503,0.29119750681183476,0.823,0.661,1
EPHX1,0.0015206583577115262,0.3008341506725527,0.596,0.378,1
COA5,0.001525155369174946,0.35804587235235963,0.313,0.167,1
CALCOCO1,0.0015254042272595293,0.36370871800631627,0.829,0.644,1
B4GALT6,0.001531071285392747,0.48287450741179594,0.181,0.072,1
INTS1,0.0015501580575387902,0.3055937401846645,0.573,0.367,1
NDUFB1,0.001550829074832724,0.29761149301454726,0.674,0.478,1
RASSF1,0.0015532793754778503,0.22558727946069146,0.394,0.217,1
AAR2,0.0015573815983300084,0.5978784130146018,0.169,0.067,1
RTTN,0.0015599862695164334,0.4914801022874711,0.212,0.094,1
PIN1,0.001560777647335796,0.2788902536854936,0.52,0.328,1
ADIRF,0.0015737295851561339,0.5679212343364259,0.695,0.533,1
IRF3,0.0015756538897187902,0.24573398009597058,0.913,0.756,1
MED12,0.0015837928837222058,0.29518992940746247,0.429,0.244,1
AKR7A2,0.0015884866241883515,0.2968792605710022,0.561,0.367,1
PRPSAP2,0.0015942654893353967,0.5143798032785503,0.252,0.128,1
UBIAD1,0.0015952970922235997,0.32680316028411904,0.307,0.167,1
SEC22C,0.0016084034898358897,0.5489185082588226,0.272,0.139,1
PGM3,0.0016137753193954446,0.3105535242508699,0.565,0.361,1
USPL1,0.0016196746847955685,0.3923051565731044,0.373,0.211,1
POLL,0.0016208889711288436,0.23942611058098484,0.487,0.289,1
PEX5,0.0016215670475955362,0.5153645164231819,0.33,0.183,1
ZNF672,0.001621924308262661,0.3548706547116107,0.357,0.194,1
ZNF263,0.0016229995027761581,0.31121976709977683,0.699,0.478,1
USP25,0.001623927569344031,0.2859681455157138,0.796,0.617,1
MEGF8,0.001624666098321702,0.3925830339756353,0.266,0.133,1
NMI,0.0016361891475237048,0.34168644673355264,0.532,0.333,1
AKAP8L,0.001642639171599054,0.20597954706920452,0.709,0.5,1
MARCH8,0.0016433945459988157,0.4349001282929661,0.338,0.189,1
PLXNB1,0.0016519454274413312,0.2614506296867876,0.639,0.422,1
NDUFC1,0.0016548173055667005,0.2809923212939044,0.761,0.583,1
ZSWIM4,0.0016613333397962685,0.5598048580371153,0.231,0.111,1
RNF115,0.0016652756380921775,0.26513153099944303,0.563,0.372,1
CCDC24,0.0016723397424185625,0.3104418225105523,0.427,0.25,1
SETMAR,0.0016725798470521337,0.6052468270403657,0.175,0.072,1
RYK,0.0016783435059006253,0.4269141790266373,0.338,0.183,1
FOXA2,0.0016795385939158297,0.24423121354467092,0.243,0.117,1
PLAGL2,0.0016796930430158846,0.35339987823943786,0.384,0.222,1
NUBP2,0.0016840852110981705,0.41026499609520733,0.573,0.378,1
MGMT,0.00168629063404644,0.22458777813634534,0.586,0.361,1
FDX2,0.001696190436927648,0.29850366239007853,0.32,0.167,1
EIF3I,0.0016990101767717881,0.3315602315467334,0.163,0.061,1
UQCRQ,0.001700256904544136,0.3750598232583884,0.718,0.572,1
ZMYM1,0.0017156396242985204,0.4852684606298121,0.241,0.117,1
AK9,0.001725038040333004,0.46813015056679186,0.256,0.128,1
ARL3,0.0017285601787956969,0.4649103883571253,0.225,0.106,1
IMMP1L,0.0017301964403389452,0.3976056503352541,0.285,0.144,1
IFI27L2,0.001731204615961628,0.3982723418485157,0.361,0.211,1
MDM1,0.0017394327846337108,0.28651801772365015,0.301,0.156,1
LIN52,0.0017416860858600902,0.27128777570953533,0.202,0.089,1
DUS4L,0.0017470512066806486,0.7704526262884586,0.179,0.078,1
ITGB1,0.0017491373332356355,0.31433302946103125,0.757,0.567,1
ACSL1,0.0017564265597085377,0.4725503132141622,0.216,0.1,1
ATP6V1F,0.0017646756088320799,0.34922107120363854,0.524,0.339,1
SMS,0.001764903926442473,0.4232778522327161,0.579,0.411,1
WDR35,0.001768495309813482,0.33204931801465687,0.227,0.106,1
NR1H2,0.0017717966434462372,0.2890447620851814,0.524,0.322,1
PEF1,0.0017734699667472384,0.3160406232081786,0.499,0.311,1
CASP9,0.001778779067442913,0.333530238451357,0.379,0.217,1
IQCB1,0.0017852046491891435,0.35145490623047215,0.433,0.261,1
GCC1,0.0017935457499596878,0.3596509544832327,0.318,0.172,1
RALGPS1,0.0017935681781248477,0.365973152286388,0.563,0.356,1
NOL7,0.001794794225170801,0.3589573711858649,0.398,0.233,1
CEP162,0.0018006693448550505,0.2490824995752663,0.373,0.206,1
ANO10,0.0018042144415871542,0.26208537513302643,0.676,0.444,1
PYCR2,0.0018054907482520713,0.2892281008841732,0.788,0.611,1
ARHGAP18,0.0018118696138314436,0.24103354865675397,0.841,0.628,1
TRPT1,0.001815489980233107,0.3668343670288206,0.726,0.539,1
SLC25A12,0.001816212474980771,0.399550123507028,0.402,0.233,1
SHANK2,0.0018257751187480188,0.4384769338456693,0.307,0.167,1
FANCM,0.0018264851815561615,0.34450707178985773,0.276,0.139,1
GNS,0.0018365777625161098,0.21922744317317472,0.616,0.394,1
LCN12,0.0018507621304436222,0.6129931406367195,0.184,0.078,1
UCHL5,0.0018508471513582708,0.23667302591629036,0.351,0.194,1
CFAP44,0.0018543998163985647,0.45855770235196225,0.596,0.394,1
KDM6B,0.001855378055295053,0.24440817453670782,0.555,0.35,1
TRIP11,0.0018596888099230188,0.3637899934205957,0.489,0.3,1
ANXA1,0.0018649278612535999,0.6133207665422461,0.497,0.328,1
IPO13,0.0018656495323584876,0.20288422498589942,0.449,0.267,1
TRAPPC3,0.0018659560303718658,0.3030294744443246,0.837,0.639,1
UBE2G2,0.0018660340581720196,0.24962517800020922,0.819,0.639,1
STMP1,0.0018681804645001297,0.39493503805568575,0.425,0.256,1
CEP95,0.0018688807459240912,0.3787121058796572,0.344,0.194,1
SLC5A3,0.0018689044096121946,0.3712049136301753,0.724,0.506,1
BLOC1S5,0.0018722101168252934,0.2572761715717624,0.315,0.167,1
SRPK2,0.0018758546153125999,0.3910981375929612,0.466,0.289,1
LRP1,0.0018812640734482688,0.302298633851166,0.812,0.628,1
ZNF600,0.0018898297548276682,0.27695275752425674,0.252,0.122,1
