p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,delta_pct
1.8660346079835168e-28,0.8680665381299101,0.116,0.189,3.37472358853819e-24,1,GPER1,-0.073
2.0448422050140833e-28,0.37116483004166634,0.031,0.069,3.69809712776797e-24,1,GYPC,-0.038000000000000006
2.1153540854350196e-28,0.7109516984991715,0.031,0.069,3.825617863509233e-24,1,PTGS2,-0.038000000000000006
2.1329611827632e-28,0.09459601697191022,0.01,0.036,3.857460299027247e-24,1,MYRFL,-0.025999999999999995
2.639862045220324e-28,0.7499478977933163,0.042,0.085,4.7741905087809555e-24,1,SACS,-0.043000000000000003
2.9100878622522787e-28,0.5315520465786596,0.093,0.155,5.262893898883246e-24,1,PARVG,-0.062
3.4049446298917835e-28,0.6751964377523768,0.143,0.225,6.1578423631592905e-24,1,ITGAX,-0.08200000000000002
3.4087593653988465e-28,0.35881009633519234,0.011,0.039,6.164741312323814e-24,1,FP565260.1,-0.028
3.5680403605374907e-28,0.8500384075384944,0.054,0.102,6.452800992032052e-24,1,UPK3B,-0.047999999999999994
3.832468317408247e-28,0.4119822983712971,0.018,0.049,6.931018952032814e-24,1,CATSPER3,-0.031000000000000003
3.942383387437984e-28,0.814160283266756,0.017,0.047,7.129800356181594e-24,1,POU2F3,-0.03
4.0367068088963047e-28,0.8545642864889391,0.065,0.117,7.300384263888966e-24,1,NBPF20,-0.052000000000000005
4.061463083006123e-28,0.6888049124751419,0.023,0.057,7.345155985616574e-24,1,THAP10,-0.034
4.293863867729769e-28,0.27966301836285323,0.015,0.045,7.765452804789287e-24,1,ZNF674,-0.03
4.60793212240307e-28,0.35993021125310243,0.019,0.05,8.333445243365951e-24,1,CHADL,-0.031000000000000003
4.644626526078478e-28,0.6177535855883929,0.037,0.078,8.399807072412927e-24,1,SRCIN1,-0.041
4.8207142913672305e-28,0.5291621754912041,0.015,0.044,8.718261795937636e-24,1,FBXO16,-0.028999999999999998
5.262741218316856e-28,0.5122528071130956,0.039,0.08,9.517667493326034e-24,1,CD3E,-0.041
5.725263603807321e-28,0.8909839330414657,0.077,0.133,1.0354139227485539e-23,1,MARS2,-0.05600000000000001
6.007436022936619e-28,0.6289829195124113,0.041,0.082,1.0864448047480875e-23,1,LY96,-0.041
6.018298583727102e-28,0.4793609871875084,0.054,0.101,1.0884092988670464e-23,1,GEM,-0.04700000000000001
6.048437410127249e-28,0.8107484323698984,0.044,0.087,1.093859905621513e-23,1,TAS2R38,-0.043
6.144874065739137e-28,0.7372191611433616,0.048,0.093,1.1113004747889228e-23,1,TLX1,-0.045
6.247622569140046e-28,0.32585985025761843,0.009,0.034,1.1298825416289774e-23,1,PRKX,-0.025
6.477463390039174e-28,0.6037911245550474,0.063,0.113,1.1714492540885845e-23,1,MFSD6L,-0.05
6.72655093267992e-28,0.621805842663016,0.063,0.114,1.2164967361751636e-23,1,RUNX3,-0.051000000000000004
7.9925280422982975e-28,0.7494001680289446,0.168,0.262,1.445448696449647e-23,1,NAT14,-0.094
8.55793048080061e-28,0.484530424390051,0.029,0.066,1.5477017274527903e-23,1,MILR1,-0.037000000000000005
8.836336277060316e-28,0.6398173091609229,0.169,0.261,1.598051415706358e-23,1,CHST11,-0.092
9.585065652241797e-28,0.7759699502646882,0.032,0.069,1.7334591232079288e-23,1,ARHGAP28,-0.037000000000000005
9.968767863600318e-28,0.5541862788794276,0.053,0.099,1.8028516681321175e-23,1,SNAI2,-0.046000000000000006
1.0371635807855232e-27,0.8216946905820885,0.049,0.094,1.8757103358506186e-23,1,LRRC49,-0.045
1.1890904880587304e-27,0.4370429808249807,0.028,0.064,2.150470147654214e-23,1,MPP3,-0.036000000000000004
1.4330148777392802e-27,0.6598150664371936,0.055,0.101,2.5916074063914883e-23,1,STARD9,-0.046000000000000006
1.4347513771683125e-27,0.2135723758218262,0.024,0.057,2.594747865608893e-23,1,ZNF43,-0.033
1.4393195769250754e-27,0.6238890345031649,0.03,0.066,2.603009454868999e-23,1,SCUBE1,-0.036000000000000004
1.7169342960702303e-27,0.6161750260822418,0.034,0.073,3.105075674443012e-23,1,ACOT4,-0.03899999999999999
1.7904046756358077e-27,0.35865726156130195,0.019,0.05,3.237946855887358e-23,1,NRCAM,-0.031000000000000003
1.8179552240606294e-27,0.4694516074796107,0.054,0.1,3.287772022713648e-23,1,CLIC6,-0.046000000000000006
1.9193613433908823e-27,0.5575598646113676,0.096,0.158,3.4711649895224105e-23,1,CXCR4,-0.062
2.004588253576718e-27,0.24769113054731084,0.024,0.058,3.6252978565934944e-23,1,PPP1R32,-0.034
2.015710279492029e-27,0.784021659315715,0.119,0.192,3.6454120404613345e-23,1,TRIM7,-0.07300000000000001
2.1575327112855165e-27,0.4241532375990169,0.041,0.081,3.9018979083598565e-23,1,DENND1C,-0.04
2.2003754616437943e-27,0.8520148769355775,0.048,0.092,3.979379022382802e-23,1,CCT6B,-0.044
2.5441468470119235e-27,0.8261464812673394,0.048,0.092,4.6010895728210637e-23,1,OXGR1,-0.044
2.613861850807612e-27,0.7210551425153682,0.049,0.093,4.7271691571855666e-23,1,APOBEC3G,-0.044
2.8664741448664223e-27,0.5891625743068567,0.043,0.085,5.184018490990925e-23,1,GRAP2,-0.04200000000000001
2.896580518986144e-27,0.6652517913196232,0.036,0.075,5.238465868586441e-23,1,ZKSCAN2,-0.039
3.112320841670801e-27,0.595158345418282,0.02,0.051,5.628632242161643e-23,1,JAM3,-0.030999999999999996
3.251887271713854e-27,0.577383516871854,0.032,0.068,5.881038130894506e-23,1,SLC18A1,-0.036000000000000004
3.8783208992919104e-27,0.29335936817815966,0.024,0.057,7.01394334636942e-23,1,ANGPTL4,-0.033
3.9560433534985386e-27,0.4769440644586631,0.093,0.152,7.154504404802108e-23,1,COX6B2,-0.059
3.964632543193775e-27,0.6329366599018349,0.048,0.092,7.170037954365942e-23,1,ADA,-0.044
4.635182767761585e-27,0.8873413285232308,0.052,0.098,8.382728035496827e-23,1,RNF144B,-0.046000000000000006
4.693150285238738e-27,0.48448647519922705,0.152,0.235,8.487562290854258e-23,1,ZEB2,-0.08299999999999999
4.774915742313287e-27,0.7410829600884243,0.038,0.077,8.63543511997358e-23,1,IFITM10,-0.039
4.929719093029366e-27,0.856824331732637,0.035,0.074,8.915396979743609e-23,1,ZNF628,-0.03899999999999999
5.0611726633458955e-27,0.4623730640992503,0.023,0.055,9.153130761661052e-23,1,DUSP27,-0.032
5.085167832268485e-27,0.6884316285783623,0.04,0.081,9.196526024657555e-23,1,HIST1H2AG,-0.041
5.145164052728323e-27,0.5548583335431303,0.036,0.075,9.305029189359172e-23,1,COL5A3,-0.039
5.7739186440786195e-27,0.5755253655559582,0.038,0.077,1.0442131867816184e-22,1,HDAC9,-0.039
6.2151134440808175e-27,0.4841601011508794,0.049,0.092,1.1240032663620158e-22,1,PBX3,-0.043
6.587631569231636e-27,0.8912373400125098,0.045,0.088,1.1913731692955415e-22,1,TMEM38A,-0.043
6.912283300320434e-27,0.9322567823574022,0.079,0.135,1.2500864348629504e-22,1,PLGLB2,-0.05600000000000001
6.974144164949626e-27,0.830422414805704,0.02,0.051,1.26127397223114e-22,1,GPR143,-0.030999999999999996
7.335230221549675e-27,0.5059244684761466,0.066,0.116,1.3265763855672589e-22,1,CDK14,-0.05
7.369533385853858e-27,0.5872713845313506,0.072,0.125,1.3327801128316702e-22,1,IKZF3,-0.053000000000000005
8.195714098446837e-27,0.31237420072086897,0.026,0.06,1.4821948947041104e-22,1,LDB2,-0.034
9.215646605385441e-27,0.7759758259122712,0.099,0.163,1.666649688583957e-22,1,MPV17L,-0.064
9.964168611356141e-27,0.7066646231517077,0.054,0.1,1.802019893363758e-22,1,ARMCX2,-0.046000000000000006
1.031237259176627e-26,0.6771862394599033,0.039,0.079,1.8649925832209297e-22,1,ZNF711,-0.04
1.0435602727350237e-26,0.27528615549925917,0.013,0.04,1.8872787532412902e-22,1,ZNF790,-0.027000000000000003
1.1434730761721402e-26,0.5058911558482508,0.031,0.067,2.0679710582573154e-22,1,FGD5,-0.036000000000000004
1.158113563137796e-26,0.30627149749009597,0.046,0.088,2.0944483789347042e-22,1,DNALI1,-0.041999999999999996
1.2819180901268453e-26,0.6067978523796165,0.037,0.075,2.3183488659944e-22,1,TAGAP,-0.038
1.2905483570631368e-26,0.7849346770711019,0.062,0.111,2.333956703748683e-22,1,FAT4,-0.049
1.42584878625337e-26,0.83261665148166,0.057,0.104,2.57864752993922e-22,1,FCGR2A,-0.04699999999999999
1.8350072692699807e-26,0.600428937657171,0.037,0.076,3.31861064647476e-22,1,FDXACB1,-0.039
1.8995490835835643e-26,0.18850017922712725,0.014,0.042,3.435334517660876e-22,1,TNFRSF4,-0.028000000000000004
1.929570536872266e-26,0.43016998452452326,0.056,0.101,3.4896283159334935e-22,1,PRKCB,-0.045000000000000005
2.053946243132742e-26,0.6977209827840962,0.042,0.083,3.714561780705564e-22,1,STC2,-0.041
2.0932319907491285e-26,0.5849186928934154,0.053,0.097,3.785610055269799e-22,1,THY1,-0.044000000000000004
2.1054575654618885e-26,0.6793298168069102,0.032,0.068,3.8077200071378256e-22,1,ZNF37A,-0.036000000000000004
2.163393053262506e-26,0.22428802572790518,0.025,0.058,3.912496336825242e-22,1,C11orf86,-0.033
2.5120371072219835e-26,0.6123233518720552,0.07,0.122,4.5430191084109575e-22,1,C8orf58,-0.05199999999999999
2.5634316656447446e-26,0.6825199373429403,0.025,0.059,4.6359661673185205e-22,1,DPP4,-0.033999999999999996
2.592161241789391e-26,0.442641212191476,0.045,0.086,4.687923605776114e-22,1,MEP1B,-0.040999999999999995
2.857956147430543e-26,0.6397304058175843,0.065,0.115,5.168613692628137e-22,1,TTC28,-0.05
2.907906242756587e-26,0.7661800618575199,0.027,0.062,5.258948440025288e-22,1,ENPP5,-0.035
3.1369326733677103e-26,0.7080264202325018,0.092,0.151,5.673142739785504e-22,1,SLC49A3,-0.059
3.604557472569512e-26,0.8727626035170564,0.053,0.098,6.518842189141962e-22,1,KIAA0825,-0.045000000000000005
3.92397090858979e-26,0.5184970225425563,0.06,0.107,7.096501388184635e-22,1,CSF2RB,-0.047
3.939209756425174e-26,0.3473014759617401,0.019,0.049,7.124060844494927e-22,1,CCDC153,-0.030000000000000002
4.10826793952321e-26,0.44477994602470483,0.04,0.079,7.429802568627725e-22,1,NAGS,-0.039
4.1274528504131635e-26,0.5911346607055177,0.064,0.113,7.464498479972206e-22,1,GAS7,-0.049
4.164575447463779e-26,0.30216626127131896,0.037,0.074,7.531634696738245e-22,1,BANK1,-0.037
4.6704888567227653e-26,0.4827276521960093,0.049,0.091,8.446579097383121e-22,1,DCHS1,-0.041999999999999996
4.812976881264559e-26,0.5500385064586613,0.052,0.096,8.704268689766955e-22,1,EML6,-0.044000000000000004
4.9272167506069133e-26,0.5184287797520155,0.034,0.071,8.910871493472603e-22,1,SCARA3,-0.03699999999999999
5.280873159056286e-26,0.6637624413539152,0.049,0.092,9.550459108153294e-22,1,DNM1,-0.043
5.503923142450792e-26,0.7216004230130326,0.048,0.091,9.953845003122257e-22,1,GPR183,-0.043
5.699106129253252e-26,0.2522970326056506,0.018,0.047,1.0306833434754508e-21,1,KCNAB3,-0.029
5.907782413055622e-26,0.6806522553017211,0.056,0.101,1.0684224494011093e-21,1,TMPRSS3,-0.045000000000000005
6.705848358188953e-26,0.8994724907014984,0.034,0.071,1.2127526755784723e-21,1,LYPD6,-0.03699999999999999
7.102986758996928e-26,0.7537227917833662,0.035,0.072,1.2845751553645944e-21,1,PCDHB13,-0.03699999999999999
7.568756400314047e-26,0.7277387353988123,0.073,0.126,1.3688095949967954e-21,1,EID2,-0.053000000000000005
7.87621341967655e-26,0.7101433454925052,0.04,0.079,1.4244131969485041e-21,1,LINC00672,-0.039
1.168813481653741e-25,0.6170777064019748,0.041,0.08,2.1137991815707906e-21,1,ZNF618,-0.039
1.3098926296324784e-25,0.8570540640902977,0.068,0.119,2.368940820690337e-21,1,TNFSF13B,-0.05099999999999999
1.3286627661014257e-25,0.8085009477997858,0.09,0.149,2.4028866124944285e-21,1,ADM5,-0.059
1.472317689091086e-25,0.013826113005845464,0.016,0.044,2.662686540721229e-21,1,DRICH1,-0.027999999999999997
1.5338634456375098e-25,0.7464670637189417,0.028,0.062,2.7739920414354365e-21,1,GBP4,-0.034
1.590760214494178e-25,0.4168124919239562,0.079,0.131,2.876889847912721e-21,1,MFAP4,-0.052000000000000005
1.6203684312239555e-25,0.8030699289515901,0.049,0.092,2.9304363078685234e-21,1,NTRK2,-0.043
1.6250911631592095e-25,0.9718138616951646,0.06,0.108,2.9389773685734305e-21,1,LRRN1,-0.048
1.8090380103664474e-25,0.7344856547573042,0.043,0.082,3.27164524174772e-21,1,BST1,-0.03900000000000001
1.9765649664596714e-25,0.00940680695045959,0.014,0.04,3.5746177418423156e-21,1,COLQ,-0.026000000000000002
2.0199060915398443e-25,0.8868603417318006,0.063,0.111,3.6530001665498086e-21,1,PIP4P2,-0.048
2.1408869701426745e-25,0.32843860936082603,0.017,0.045,3.8717940855030264e-21,1,TMSB4Y,-0.027999999999999997
2.143067602780865e-25,0.363733699499202,0.044,0.085,3.875737759629195e-21,1,FLT3LG,-0.04100000000000001
2.4789356216752273e-25,0.570558618307019,0.023,0.054,4.483155071799648e-21,1,C1orf162,-0.031
2.5115108240055007e-25,0.7740208540119289,0.055,0.099,4.542067325213948e-21,1,KCTD1,-0.044000000000000004
2.5381863270655876e-25,0.7026866663067817,0.111,0.177,4.590309972498115e-21,1,SOCS1,-0.06599999999999999
2.5675298280894316e-25,0.6085704326419146,0.046,0.088,4.643377694099737e-21,1,TMEM273,-0.041999999999999996
2.6230461330525536e-25,0.5590735943069443,0.065,0.113,4.743778931625543e-21,1,ATP8B2,-0.048
2.630428766872575e-25,0.9637366355983641,0.043,0.083,4.757130424889052e-21,1,OSGIN1,-0.04000000000000001
2.6899082029732866e-25,0.863434939925928,0.046,0.087,4.864698985077189e-21,1,DNM3,-0.040999999999999995
2.732238098400776e-25,0.07324480522438037,0.022,0.052,4.941252600957803e-21,1,ADAMTS2,-0.03
2.793805622071808e-25,0.7242321556468803,0.053,0.097,5.052597467516865e-21,1,TRPS1,-0.044000000000000004
2.8920380730337023e-25,0.4391853037301314,0.036,0.073,5.2302508550814506e-21,1,EVC,-0.037
2.967393262441852e-25,0.8665882030855294,0.04,0.078,5.366530715126089e-21,1,DCLRE1B,-0.038
3.013886316190222e-25,0.6718503324958531,0.035,0.072,5.4506134028300164e-21,1,TCEANC,-0.03699999999999999
3.0206494119893478e-25,0.4180256228119641,0.063,0.11,5.462844461582735e-21,1,AGAP2,-0.047
3.323713195915295e-25,0.7681141278416694,0.023,0.054,6.010935314812811e-21,1,RBP2,-0.031
3.383345227089994e-25,0.6728135292492101,0.079,0.132,6.118779843192254e-21,1,PLEKHF1,-0.053000000000000005
3.459225721170894e-25,0.41959878354964775,0.07,0.119,6.256009716737562e-21,1,CHAD,-0.04899999999999999
3.581554285991219e-25,0.8949564320155536,0.037,0.074,6.477240926215119e-21,1,KDR,-0.037
3.6890137861105074e-25,0.6651391940296014,0.052,0.096,6.671581432180852e-21,1,CCDC102B,-0.044000000000000004
3.93215674453975e-25,0.912858139819521,0.063,0.11,7.111305472500138e-21,1,SLCO5A1,-0.047
4.239142855209108e-25,0.7427254050743408,0.021,0.051,7.666489853645671e-21,1,TFAP2A,-0.029999999999999995
4.810054113581195e-25,0.6260375048415403,0.016,0.043,8.698982864411591e-21,1,HSPA12A,-0.026999999999999996
5.0382517271091365e-25,0.7326032022651301,0.03,0.064,9.111678248476874e-21,1,LRRC23,-0.034
5.248310345850564e-25,0.7902209260514055,0.028,0.061,9.491569260470745e-21,1,IGSF6,-0.033
5.646702954613993e-25,0.43428353270454956,0.024,0.056,1.0212062293419407e-20,1,ZNF610,-0.032
5.814145684402271e-25,0.773406913041859,0.051,0.094,1.0514882470241507e-20,1,CD93,-0.043000000000000003
6.2316759905759455e-25,0.7323740253687747,0.033,0.069,1.1269986028956597e-20,1,WDR54,-0.036000000000000004
6.8464771018221415e-25,0.7642837255469432,0.067,0.116,1.2381853838645343e-20,1,ZNF497,-0.049
6.963235829210798e-25,0.6955216449058439,0.066,0.114,1.2593011997127729e-20,1,CLCF1,-0.048
7.494003850144079e-25,0.7054725543275819,0.034,0.069,1.3552905962985567e-20,1,SLC6A20,-0.035
7.7434578028009355e-25,0.7873720496470606,0.04,0.079,1.400404343636549e-20,1,CCDC121,-0.039
7.832334811876524e-25,0.40162148413111387,0.02,0.049,1.4164777507278695e-20,1,CRYBB3,-0.029
7.931862414414133e-25,0.5619155096482871,0.042,0.081,1.434477317646796e-20,1,ARHGAP10,-0.039
8.262270950122736e-25,0.5250070013882792,0.093,0.15,1.494231701329697e-20,1,PIK3CD,-0.056999999999999995
8.358591646318515e-25,0.5751789304984811,0.048,0.089,1.5116512992367036e-20,1,IRX2,-0.040999999999999995
9.323953651164883e-25,0.5537181632552977,0.042,0.081,1.686237017813169e-20,1,DNAJC18,-0.039
1.0345224808731158e-24,0.9067342004106875,0.058,0.103,1.87093390665903e-20,1,SLC5A9,-0.04499999999999999
1.0466664195473284e-24,0.3668070648265833,0.037,0.074,1.8928962197513435e-20,1,BGN,-0.037
1.0538382794751537e-24,0.6612921606398883,0.051,0.094,1.9058665284308156e-20,1,CYP2W1,-0.043000000000000003
1.190221705973034e-24,0.6682919684971473,0.058,0.102,2.152515955252232e-20,1,HEG1,-0.04399999999999999
1.2484889783511103e-24,0.9407913105658787,0.038,0.075,2.257892317347983e-20,1,RGS13,-0.037
1.2534461537454377e-24,0.8285661697803615,0.059,0.105,2.266857369048624e-20,1,BLM,-0.046
1.310347942577732e-24,0.8241014029606657,0.073,0.124,2.3697642541518283e-20,1,NEURL2,-0.051000000000000004
1.3238279185047202e-24,0.4523365023371815,0.023,0.053,2.3941427906157867e-20,1,LYPD5,-0.03
1.3242743595361372e-24,0.5778149368061067,0.062,0.108,2.394950179221104e-20,1,FGFR1,-0.046
1.3901356919474403e-24,0.9135637883251237,0.043,0.082,2.514060398886946e-20,1,S100A9,-0.03900000000000001
1.4435704873581398e-24,0.9266281606302025,0.046,0.087,2.610697226387196e-20,1,GPX8,-0.040999999999999995
1.4456170546875957e-24,0.8205262102219266,0.071,0.121,2.6143984434025168e-20,1,AMIGO2,-0.05
1.6714918638895013e-24,0.792351765795289,0.039,0.077,3.022893035844163e-20,1,STOX1,-0.038
1.809066138916176e-24,0.289316994223052,0.049,0.09,3.271696112229904e-20,1,ITGA7,-0.040999999999999995
1.8118910345004463e-24,0.7510733332803772,0.047,0.088,3.276804935894057e-20,1,LIN7A,-0.040999999999999995
1.837520280320134e-24,0.9905382296739598,0.023,0.054,3.3231554269589624e-20,1,NMU,-0.031
1.85491488625014e-24,0.6038172768455368,0.065,0.113,3.3546135717833786e-20,1,MCTP1,-0.048
1.9838503194027212e-24,0.25477297144832,0.022,0.052,3.587793302639821e-20,1,BTK,-0.03
2.019921502805415e-24,0.5371888182167368,0.067,0.115,3.653028037823593e-20,1,FCRL5,-0.048
2.0302023334801254e-24,0.8057006350017499,0.05,0.092,3.671620920098807e-20,1,MTCL1,-0.041999999999999996
2.0494490522815085e-24,0.7634522930256757,0.047,0.087,3.706428611051108e-20,1,CA3,-0.039999999999999994
2.0736253164738966e-24,0.4377735698385039,0.034,0.069,3.750151384843042e-20,1,SDK2,-0.035
2.120373778157144e-24,0.31671547988728355,0.023,0.053,3.834695977797195e-20,1,C2orf74,-0.03
2.185454186753378e-24,0.7765414968466764,0.068,0.116,3.952393896743484e-20,1,TMEM178A,-0.048
2.1868787938976316e-24,0.6278800115054537,0.033,0.067,3.954970298763867e-20,1,MPP6,-0.034
2.2978071964692187e-24,0.5707362585289975,0.036,0.073,4.155584314814582e-20,1,EFCAB6,-0.037
2.337487758565411e-24,0.6663438153038066,0.146,0.225,4.2273466113655463e-20,1,RNF166,-0.07900000000000001
2.3960057601434885e-24,0.8387627918833194,0.041,0.079,4.333176417219499e-20,1,NANP,-0.038
2.4880535492056644e-24,0.7748962584196026,0.027,0.059,4.499644843738444e-20,1,TEX30,-0.032
2.6687619291798473e-24,0.5344098008578602,0.024,0.055,4.826455948921754e-20,1,RAB31,-0.031
2.7821260333350766e-24,0.7450975255766656,0.036,0.073,5.031474931286486e-20,1,PCDH20,-0.037
2.7918678402548735e-24,0.861558326120158,0.033,0.067,5.049092989100939e-20,1,RNFT2,-0.034
2.8847997579834333e-24,0.10209164959916261,0.043,0.081,5.217160362313039e-20,1,CLDN8,-0.038000000000000006
2.9795938193976633e-24,0.8413441329388882,0.05,0.091,5.3885954223806744e-20,1,PJVK,-0.040999999999999995
3.201780735732225e-24,0.6054104495036168,0.05,0.091,5.790420460571728e-20,1,CTRL,-0.040999999999999995
3.647406216752068e-24,0.6830220254734647,0.05,0.092,6.596334142996116e-20,1,SYNC,-0.041999999999999996
3.706612073013818e-24,0.6529711601929256,0.032,0.066,6.703407934045489e-20,1,IL1RN,-0.034
4.100687409049387e-24,0.6130354894156673,0.05,0.092,7.416093179265817e-20,1,CDH5,-0.041999999999999996
4.105793076620904e-24,0.636638662592766,0.027,0.06,7.425326779068905e-20,1,CLIC2,-0.033
4.2207122361161e-24,0.487276574833738,0.037,0.073,7.633158079015968e-20,1,PIK3CG,-0.036
4.260832853203974e-24,0.596361763218642,0.022,0.052,7.705716215019387e-20,1,GPRASP2,-0.03
4.424144124914513e-24,0.5502810586099065,0.054,0.096,8.001064649907896e-20,1,KDM8,-0.042
4.509594066959844e-24,0.6616339066728589,0.057,0.1,8.155600870096878e-20,1,DOK3,-0.043000000000000003
4.711853533240138e-24,0.5253682178088712,0.087,0.141,8.52138711486479e-20,1,CD38,-0.05399999999999999
5.03357262776981e-24,0.87327239719624,0.063,0.109,9.103216097321701e-20,1,TPST1,-0.046
5.335065787635774e-24,0.4691805076112163,0.024,0.054,9.648466476939297e-20,1,GCNA,-0.03
5.41871624413732e-24,0.8770191516076062,0.041,0.078,9.799748327522343e-20,1,ZNF518B,-0.037
5.8164876624161705e-24,0.3353417367630387,0.014,0.039,1.0519117937479644e-19,1,PALM3,-0.025
5.93102099999567e-24,0.9463666809493416,0.037,0.073,1.072625147849217e-19,1,GRHL1,-0.036
6.4509756020984164e-24,0.6397935805476767,0.046,0.085,1.1666589376394985e-19,1,DBN1,-0.03900000000000001
7.411717286506864e-24,0.7465931346885015,0.034,0.069,1.3404090712647664e-19,1,PIK3R5,-0.035
8.200519255437444e-24,0.9739787010284879,0.046,0.085,1.4830639073458618e-19,1,C3orf67,-0.03900000000000001
8.631781494679877e-24,0.690286222875826,0.064,0.11,1.5610576833128557e-19,1,TREH,-0.046
9.70057137304898e-24,0.959644309444041,0.077,0.128,1.7543483328159082e-19,1,C1orf56,-0.051000000000000004
1.0320914841542819e-23,0.48877557527186966,0.026,0.057,1.8665374490930188e-19,1,FCGR3A,-0.031000000000000003
1.074268953067002e-23,0.5719482451394715,0.042,0.079,1.942815401621673e-19,1,EFEMP1,-0.037
1.0773358046518935e-23,0.8503496555854753,0.024,0.054,1.9483618027129493e-19,1,KRT23,-0.03
1.0914130038430495e-23,0.6891171829591167,0.035,0.07,1.9738204174501551e-19,1,IQCD,-0.035
1.1218306688977259e-23,0.587131625042304,0.04,0.077,2.0288307647015372e-19,1,DAAM2,-0.037
1.1222063385878474e-23,0.6943388006194464,0.036,0.072,2.029510163336122e-19,1,STMN2,-0.036
1.1465354374344297e-23,0.59091107320056,0.039,0.075,2.0735093386001662e-19,1,RHOH,-0.036
1.2204607902734846e-23,0.776067428637945,0.037,0.073,2.2072033392095966e-19,1,EPM2A,-0.036
1.3857380556763536e-23,0.4509449265615828,0.044,0.083,2.5061072736906854e-19,1,AL160269.1,-0.03900000000000001
1.4187777758637983e-23,0.5713351485898466,0.015,0.04,2.5658596076496793e-19,1,CBX2,-0.025
1.4712517321899072e-23,0.7508015910134436,0.05,0.09,2.6607587576654473e-19,1,AGBL2,-0.039999999999999994
1.4949490126381564e-23,0.546389776737934,0.032,0.066,2.703615289356106e-19,1,DDO,-0.034
1.6354165295235384e-23,0.7576659409477651,0.08,0.132,2.9576507936433195e-19,1,C10orf95,-0.052000000000000005
1.6460745313971998e-23,0.635285016387154,0.062,0.107,2.976925790031836e-19,1,HEY1,-0.045
1.663490009778455e-23,0.5972946107812342,0.037,0.072,3.0084216826843355e-19,1,SGSM1,-0.034999999999999996
1.8455041427072864e-23,0.7053709418017262,0.031,0.065,3.3375942420861273e-19,1,RASGRF2,-0.034
1.9324195365959552e-23,0.6551159055492883,0.072,0.12,3.494780731933785e-19,1,TRPV2,-0.048
1.9367108426386923e-23,0.7144929998538023,0.023,0.053,3.502541558912075e-19,1,SYT8,-0.03
2.1318661829560088e-23,0.7959427653825686,0.018,0.045,3.8554799918759417e-19,1,ZNF10,-0.027
2.1388469094521396e-23,0.7186479230340108,0.026,0.057,3.8681046357441945e-19,1,HARBI1,-0.031000000000000003
2.2931418273721586e-23,0.7282124687023468,0.065,0.11,4.1471469948025488e-19,1,MGAT3,-0.045
2.4080842069966492e-23,0.7622959293301776,0.054,0.097,4.35502028835344e-19,1,RAB3A,-0.043000000000000003
2.4223071207221385e-23,0.9134024323046939,0.062,0.107,4.380742427825988e-19,1,PSORS1C1,-0.045
2.44075490085126e-23,0.6072073194273742,0.08,0.131,4.414105238189503e-19,1,IQCM,-0.051000000000000004
2.5086747128506302e-23,0.950106123083788,0.08,0.132,4.536938218190365e-19,1,HPX,-0.052000000000000005
2.7257992754180345e-23,0.50816848532574,0.036,0.071,4.929607989593515e-19,1,CAP2,-0.034999999999999996
2.864357186846204e-23,0.7458477835599018,0.034,0.068,5.180189972411359e-19,1,FAM166C,-0.034
2.94497354060315e-23,0.8398142496580308,0.03,0.063,5.325984648180797e-19,1,MCIDAS,-0.033
2.9861019264443556e-23,0.7334238828946544,0.069,0.116,5.400365333974617e-19,1,KLK3,-0.047
2.989684743846456e-23,0.6670353836813967,0.133,0.204,5.406844859246315e-19,1,PMP22,-0.07099999999999998
3.2121475697710705e-23,0.5430343864856808,0.041,0.078,5.809168879930981e-19,1,UBE2E2,-0.037
3.436955472652379e-23,0.8368457770282101,0.056,0.098,6.215733972291828e-19,1,C6orf223,-0.042
3.5105919245013515e-23,1.0384543165034623,0.042,0.08,6.348905495460694e-19,1,NEIL3,-0.038
3.54593499591229e-23,0.8588536207589077,0.102,0.162,6.412823440107376e-19,1,RBM43,-0.06000000000000001
3.6836722522302814e-23,0.61669928790022,0.067,0.113,6.6619212681584635e-19,1,GXYLT2,-0.046
3.9850732631280757e-23,0.742132760413432,0.037,0.073,7.207004996367125e-19,1,IGDCC4,-0.036
4.099605742169419e-23,0.8784752937619726,0.088,0.143,7.414136984713394e-19,1,LY6G6E,-0.05499999999999999
4.201780514884665e-23,0.7389421943812606,0.045,0.083,7.598920061168917e-19,1,ZNF555,-0.038000000000000006
4.298321889708216e-23,0.8823550858782951,0.036,0.07,7.773515137537309e-19,1,SLC39A2,-0.03400000000000001
4.5850237396579706e-23,0.8327550381916793,0.046,0.085,8.29201543317144e-19,1,SCUBE2,-0.03900000000000001
4.6347528262219525e-23,0.8555062783581611,0.046,0.085,8.381950486222401e-19,1,KCTD6,-0.03900000000000001
6.969869037647321e-23,0.593703495250471,0.035,0.069,1.260500815458518e-18,1,HDGFL3,-0.034
7.724337725154277e-23,0.7753939121252598,0.068,0.115,1.396946477594151e-18,1,KIF19,-0.047
7.933883600478991e-23,0.775653730817925,0.069,0.116,1.4348428491466255e-18,1,C2CD4D,-0.047
8.063996243276811e-23,0.9805743992415457,0.052,0.093,1.4583737205966112e-18,1,MYCN,-0.041
